Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpUncertainty	StdEpUncertainty	MaxEpUncertainty	MinEpUncertainty	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
12	-99.62932	0.5173934	-98.723724	-100.21722	0.0	0.0	0.0	0.0	35.933258	209.59982	142.4773	-589.39795	1000.0	1000.0	60000	922.17816	119.0111	1072.0704	348.31366	-944.1863	15.169821	1092.1636435985565
13	-99.61253	0.5211372	-98.838066	-100.27359	0.0	0.0	0.0	0.0	92.35453	65.30009	179.69127	-19.211279	1000.0	1000.0	65000	1040.3708	130.50975	1165.5244	383.04727	-1062.4722	18.552923	1191.0538201332092
14	-100.0356	0.54170537	-99.09437	-100.766685	0.0	0.0	0.0	0.0	51.941223	46.4338	124.36249	-30.469938	1000.0	1000.0	70000	1107.136	135.72662	1218.9031	414.0844	-1126.8741	18.549887	1295.9322397708893
15	-100.42637	0.5059795	-99.52363	-101.03248	0.0	0.0	0.0	0.0	58.465595	38.68517	129.39162	1.4760877	1000.0	1000.0	75000	1167.0442	140.58206	1333.566	431.23993	-1190.3206	19.993523	1394.4061872959137
16	-100.22939	0.77209574	-99.1015	-101.06764	0.0	0.0	0.0	0.0	101.97686	65.65572	211.7639	0.31844035	1000.0	1000.0	80000	1259.0011	152.50581	1392.4249	450.14368	-1282.7657	19.91621	1492.706374168396
17	-99.64708	0.51358527	-99.16054	-100.62139	0.0	0.0	0.0	0.0	138.01566	35.799763	195.36719	67.026764	1000.0	1000.0	85000	1325.7883	159.06972	1452.023	465.74683	-1345.3036	16.924166	1591.4912595748901
18	-100.803894	0.53354627	-100.15489	-101.62921	0.0	0.0	0.0	0.0	181.42438	50.3601	243.18701	81.60875	1000.0	1000.0	90000	1347.9639	157.72235	1447.8641	476.0803	-1367.1313	14.606442	1692.2815058231354
19	-100.16057	0.43024606	-99.47972	-100.75208	0.0	0.0	0.0	0.0	84.91872	28.86491	121.7018	36.166103	1000.0	1000.0	95000	1377.7086	159.2329	1488.4081	465.5571	-1398.5304	16.698912	1792.195336341858
20	-99.505905	0.21977456	-99.24194	-99.82732	0.0	0.0	0.0	0.0	117.013565	47.72473	212.31065	60.90178	1000.0	1000.0	100000	1396.7877	159.34293	1499.3893	470.32623	-1413.8138	15.417228	1890.921219587326
21	-99.80758	0.4913885	-99.130035	-100.61646	0.0	0.0	0.0	0.0	323.6286	39.890514	393.62213	277.0204	1000.0	1000.0	105000	1401.2449	157.42146	1492.4462	474.88654	-1419.8785	14.921288	1989.791119337082
22	-100.040596	0.7307894	-99.15146	-100.94944	0.0	0.0	0.0	0.0	85.3828	28.218147	125.820145	38.427193	1000.0	1000.0	110000	1402.4277	156.07939	1502.6741	496.19495	-1418.9141	13.185295	2090.216063261032
23	-99.68653	0.40489313	-98.98136	-100.10518	0.0	0.0	0.0	0.0	250.49854	37.116375	330.0197	190.49118	1000.0	1000.0	115000	1386.2203	152.31305	1496.8163	461.19598	-1402.5417	12.197836	2190.7426459789276
24	-99.9537	0.74446976	-99.141266	-101.147934	0.0	0.0	0.0	0.0	213.33725	20.88288	252.3126	181.72334	1000.0	1000.0	120000	1370.7528	152.05765	1468.4133	439.69522	-1383.8318	10.273025	2289.839952468872
25	-100.07794	0.85143185	-98.7564	-101.231575	0.0	0.0	0.0	0.0	187.48468	24.66535	237.21396	155.08833	1000.0	1000.0	125000	1339.5219	150.36845	1464.0502	395.14297	-1351.7875	12.105844	2389.756567955017
26	-99.97477	0.45849302	-99.545456	-100.64555	0.0	0.0	0.0	0.0	278.39447	40.95412	318.59015	204.59023	1000.0	1000.0	130000	1321.3403	147.6012	1422.2023	371.86353	-1336.2675	10.608352	2487.8247702121735
27	-99.27584	1.3878285	-97.7178	-101.71452	0.0	0.0	0.0	0.0	53.075764	16.556232	87.1045	32.893982	1000.0	1000.0	135000	1305.6567	145.38484	1420.5414	349.6616	-1317.1431	11.5181875	2587.7977447509766
28	-100.12538	0.9409161	-98.41887	-100.92839	0.0	0.0	0.0	0.0	45.616302	313.81876	221.20671	-872.09283	1000.0	1000.0	140000	1269.7463	137.411	1386.8732	336.59695	-1281.4353	9.998003	2686.5862498283386
29	-100.08684	0.74543405	-98.75449	-101.03399	0.0	0.0	0.0	0.0	151.26743	12.467489	179.47778	132.6891	1000.0	1000.0	145000	1234.8213	132.83078	1348.7709	336.66327	-1245.5302	9.979236	2787.0923459529877
30	-100.18037	0.67069983	-99.726456	-101.5091	0.0	0.0	0.0	0.0	6.4556627	29.668222	71.111885	-39.32908	1000.0	1000.0	150000	1193.7384	128.3171	1295.7478	314.8277	-1203.8986	8.323144	2886.365324497223
31	-99.75766	0.85401356	-98.36587	-100.6805	0.0	0.0	0.0	0.0	-84.249405	27.692741	-44.166767	-143.24974	1000.0	1000.0	155000	1163.9198	123.2104	1293.759	305.28412	-1173.9778	8.589908	2985.1675159931183
32	-100.51767	0.7019336	-99.25178	-101.38029	0.0	0.0	0.0	0.0	-428.0341	176.91353	-187.88971	-725.77924	1000.0	1000.0	160000	1130.6006	118.604454	1249.478	294.75937	-1139.8066	7.702419	3084.1436307430267
33	-99.24365	0.9535938	-97.50158	-100.17277	0.0	0.0	0.0	0.0	-81.43373	25.524975	-41.92389	-134.01747	1000.0	1000.0	165000	1095.1503	113.170006	1213.7982	274.04538	-1103.8988	7.8224688	3183.421169757843
34	-100.30719	0.5406743	-99.55527	-101.06162	0.0	0.0	0.0	0.0	137.93636	47.58309	208.41948	68.648125	1000.0	1000.0	170000	1059.6978	109.948296	1171.1068	245.79034	-1068.8007	7.725958	3282.3020479679108
35	-99.64473	1.3979112	-97.03137	-100.99361	0.0	0.0	0.0	0.0	-57.080406	94.43259	81.958405	-230.11174	1000.0	1000.0	175000	1025.601	107.5749	1122.6654	225.10417	-1033.6975	6.3322005	3380.511044025421
36	-100.698166	0.6795965	-99.86817	-101.523735	0.0	0.0	0.0	0.0	15.651281	36.14276	57.849365	-53.608448	1000.0	1000.0	180000	985.04443	102.78125	1060.8901	212.49475	-991.8735	5.1206713	3481.747965335846
37	-99.74734	0.23461637	-99.463135	-100.099686	0.0	0.0	0.0	0.0	-804.631	138.09119	-602.87476	-1000.18317	1000.0	1000.0	185000	948.7601	97.97967	1056.0667	177.00587	-955.7921	5.51718	3585.8792304992676
