Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-356.9782	102.34971	-190.37845	-497.57504	-595.8961	1.0002903	-594.04193	-597.38165	1000.0	1000.0	5000	8.914884	7.2986174	37.215694	-5.6355824	-10.414966	0.48475382	29.285171270370483
2	-244.5063	50.167107	-194.0852	-339.98737	-545.3517	13.109102	-514.8191	-559.29456	1000.0	1000.0	10000	39.57378	9.344556	99.0783	6.9386325	-41.005505	2.88689	57.84381628036499
3	-423.07672	69.950645	-353.4776	-554.48285	-1038.4454	155.68376	-677.0814	-1235.2156	1000.0	1000.0	15000	36.847725	8.58614	70.1521	9.887649	-36.90818	1.1303709	89.84429883956909
4	-501.51215	284.44754	-179.92836	-1015.58954	-477.06778	47.59318	-377.0548	-561.69354	1000.0	1000.0	20000	19.031694	10.266742	59.04365	-30.950949	-18.867151	2.201609	122.00925922393799
5	-232.70479	254.97215	55.35879	-549.22205	-593.2214	1.135082	-591.34845	-595.039	1000.0	1000.0	25000	20.221436	11.367725	64.82338	-34.46814	-21.316965	2.390744	154.54276204109192
6	-460.76788	210.7607	-42.57478	-616.4999	58.897053	44.720337	123.56544	1.8612742	1000.0	1000.0	30000	12.982849	8.803029	52.420296	-15.679767	-12.883183	0.86382675	186.04366636276245
7	-29.722672	51.634644	37.557026	-95.599014	-47.665916	30.117065	-0.85696435	-96.27508	1000.0	1000.0	35000	4.829177	7.312685	39.718506	-24.88889	-5.118433	0.91171414	219.34482669830322
8	-38.614338	341.44785	500.88297	-542.7741	-335.20508	457.9282	493.39783	-1068.5918	1000.0	1000.0	40000	13.18055	12.287123	55.72061	-28.661015	-14.651781	1.655026	251.37040519714355
9	-20.575647	677.0739	898.7601	-936.8511	-157.6368	334.9217	133.95815	-921.3063	1000.0	1000.0	45000	41.10407	15.297659	97.05422	-12.015611	-42.807453	2.017277	283.28549361228943
10	-172.78276	169.46452	46.477848	-394.97537	-408.85052	143.82896	-58.05628	-523.9737	1000.0	1000.0	50000	63.945427	24.910774	137.23936	-11.952664	-65.96962	3.2475042	315.99379229545593
11	-490.5836	98.59343	-368.28876	-591.83264	-603.7178	54.35195	-508.77188	-702.1981	1000.0	1000.0	55000	90.55823	27.316473	164.32562	14.551159	-92.81355	3.4117525	381.2227375507355
12	-56.41686	485.9689	750.3403	-467.28857	259.1779	378.3844	717.2655	-537.32214	1000.0	1000.0	60000	105.08319	31.29939	173.8616	39.328663	-106.74732	3.0635746	436.8164076805115
13	1022.2775	251.26338	1440.5098	690.1126	1027.8712	639.0106	1581.54	-285.4987	1000.0	1000.0	65000	111.82672	30.619438	173.19666	44.392376	-113.34397	2.8519201	520.7638647556305
14	1191.1926	359.4153	1488.9452	484.2728	524.05304	420.2768	1270.639	-29.89137	1000.0	1000.0	70000	121.67891	30.074198	190.09795	52.26046	-123.336	3.516013	622.4841413497925
15	232.94406	600.25977	1084.3562	-436.28568	1574.6833	208.00789	1777.3766	1055.7953	1000.0	1000.0	75000	129.64665	35.494213	201.56259	41.470753	-131.20212	4.485258	699.5592682361603
