Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	AverageEpUncertainty	StdEpUncertainty	MaxEpUncertainty	MinEpUncertainty	AverageEpUncertaintyClipped	StdEpUncertaintyClipped	MaxEpUncertaintyClipped	MinEpUncertaintyClipped	Time
85	6538.864	228.28604	6877.0093	6318.918	8736.639	161.16136	8884.7705	8361.255	1000.0	1000.0	425000	883.51117	100.494835	1040.2609	423.0109	-886.9276	33.559845	1950.7822	61.430733	2042.0612	1891.5762	2070.002	54.83797	2146.8687	2016.3425	15420.914489507675
86	6155.6567	257.09448	6589.044	5878.7637	7951.6104	2572.919	9397.527	798.0875	1000.0	1000.0	430000	886.1359	98.84914	1042.5645	398.18094	-889.3406	32.62636	1948.1543	44.309517	2025.5085	1904.3455	2071.6243	37.021015	2138.2222	2033.7384	15605.537027835846
87	6376.542	343.50558	6858.646	5974.75	9250.8545	304.99335	9583.273	8587.879	1000.0	1000.0	435000	888.42847	98.445335	1045.967	424.12885	-891.8837	31.781778	1970.059	92.33569	2078.645	1857.8921	2087.6992	81.65929	2185.4956	1989.3867	15790.817963600159
88	6377.95	344.7274	6711.8276	5712.1226	8934.553	86.75223	9029.15	8779.605	1000.0	1000.0	440000	890.4938	98.6256	1045.3933	445.32968	-893.9889	32.020714	1981.0599	34.067074	2028.6265	1933.2145	2097.0415	30.769842	2143.8342	2054.174	15976.052640914917
89	6257.048	106.3828	6446.792	6152.4014	9287.45	151.76439	9482.172	8980.772	1000.0	1000.0	445000	891.9766	99.237206	1047.7042	435.09433	-895.3868	32.470936	1970.9664	14.668834	1985.3026	1949.4305	2087.7659	13.021369	2106.486	2068.0193	16161.624106645584
90	5969.042	346.5063	6314.864	5322.641	9148.047	175.34947	9390.013	8838.987	1000.0	1000.0	450000	894.1234	98.78611	1049.0482	442.69965	-897.348	32.848614	2068.2788	65.36275	2154.2444	1994.1715	2180.3596	62.08802	2267.835	2109.699	16346.613647699356
91	6077.289	214.81937	6403.2437	5784.4697	8977.956	429.19995	9446.82	8140.056	1000.0	1000.0	455000	895.64246	99.75167	1049.2015	446.58685	-898.9824	33.27715	2054.729	23.88527	2079.6858	2025.2566	2167.3777	21.022308	2188.8206	2139.44	16531.697623729706
92	6248.074	220.08096	6642.951	5973.5796	8861.551	414.74167	9160.362	7641.338	1000.0	1000.0	460000	897.9976	99.05511	1054.3853	445.3676	-901.5676	33.09557	1974.2877	65.758255	2086.1113	1880.0961	2094.2754	58.535934	2194.7405	2011.9811	16717.012559890747
93	6081.6455	753.52795	6626.453	4618.724	8672.852	799.32043	9260.701	6481.829	1000.0	1000.0	465000	900.22394	98.67099	1056.2882	440.28665	-903.957	33.645313	1999.9172	76.25958	2148.5698	1934.5636	2122.9556	72.57079	2265.756	2067.7495	16902.372143268585
94	6306.303	419.13043	6762.012	5791.438	8561.835	2424.836	9581.624	1348.2128	1000.0	1000.0	470000	902.1373	99.39562	1060.8416	428.96594	-905.5592	33.363205	2010.3193	40.87649	2041.149	1937.3523	2128.1792	36.67831	2164.6675	2065.5823	17087.83550786972
95	6539.324	310.5253	7042.881	6216.586	8957.153	568.8903	9424.856	7308.4937	1000.0	1000.0	475000	903.6646	100.62408	1059.6246	436.51935	-906.9974	34.20481	1969.5795	41.781654	2012.5784	1890.1422	2090.9438	37.32575	2125.9692	2019.871	17274.059321165085
96	5884.749	619.64984	6440.074	4745.031	9157.987	553.7855	9580.398	7540.759	1000.0	1000.0	480000	905.6315	100.39964	1060.7932	425.54184	-908.9508	33.828068	1981.636	57.146214	2073.1982	1899.6207	2101.7698	54.389072	2191.7002	2026.8092	17460.35343337059
97	6109.773	320.36813	6617.784	5724.986	9155.115	140.71472	9348.84	8946.491	1000.0	1000.0	485000	906.7977	100.085884	1064.3809	416.5726	-910.2814	34.032917	1974.7673	56.84829	2055.9216	1882.476	2101.3691	52.393654	2176.476	2016.2253	17645.98029732704
98	6542.0854	79.7348	6630.4995	6419.806	9415.27	72.86095	9548.414	9301.128	1000.0	1000.0	490000	907.65717	100.86983	1066.5844	435.15323	-910.9568	35.062996	1981.9525	17.559988	1997.8796	1950.6821	2105.769	13.529326	2116.7144	2082.3875	17832.340448379517
99	6117.8174	327.05072	6561.7295	5650.044	9252.344	250.45407	9657.206	8756.691	1000.0	1000.0	495000	909.9444	99.351166	1067.2639	440.00424	-913.4801	35.376823	2003.3239	30.088562	2055.1794	1968.8259	2122.3384	26.40787	2166.909	2090.5195	18017.758412837982
