Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-282.1471	67.643196	-168.00827	-352.49603	-274.4002	30.740505	-211.05746	-313.42813	1000.0	1000.0	5000	2.039556	3.3236773	23.45442	-8.36277	-3.0725687	0.20289373	129.20017910003662
2	-271.61383	60.079224	-201.02682	-382.10245	-573.57684	26.795462	-526.8112	-624.1978	1000.0	1000.0	10000	22.114204	10.596116	59.077095	-6.4808493	-25.476988	1.2581962	261.57102727890015
3	-493.15854	120.22319	-289.9244	-665.50006	-313.03717	79.71803	-179.89507	-467.79007	1000.0	1000.0	15000	46.15202	12.488588	88.655205	18.281694	-48.596725	2.5949442	450.3406488895416
4	-368.52194	124.80893	-204.59859	-559.4481	-631.2965	55.809975	-592.574	-793.41003	1000.0	1000.0	20000	55.257965	18.458633	125.823006	20.730917	-57.07983	3.2033165	636.3899610042572
5	-350.96576	285.59012	111.915596	-579.3441	-523.1715	159.53505	-301.00394	-739.6187	1000.0	1000.0	25000	64.90777	22.57238	116.77485	24.771832	-66.32954	2.6352563	819.3738389015198
6	-375.49933	69.06219	-295.8156	-475.14105	9.035536	452.0805	1080.1553	-556.86725	1000.0	1000.0	30000	68.93001	23.406689	127.62404	24.878834	-70.07607	2.3511631	1015.3342981338501
7	14.047174	309.60306	530.2847	-284.33875	115.70039	422.07614	1119.9066	-239.7483	1000.0	1000.0	35000	69.16208	24.622883	137.19359	23.733826	-70.10101	2.6528153	1213.5570001602173
8	508.70996	756.40686	1632.3148	-227.80031	922.2775	549.41565	1503.0365	-311.5124	1000.0	1000.0	40000	70.90307	30.155354	147.93784	19.1842	-72.02604	3.3742762	1410.830441236496
9	881.3594	834.9196	1722.8181	-197.14424	1448.3131	781.5212	2269.439	-209.20505	1000.0	1000.0	45000	74.974014	37.98921	166.48944	16.02991	-76.0828	3.8069844	1607.4744775295258
10	2163.4956	219.95503	2526.8662	1890.7958	2034.0481	741.93115	2638.1418	-83.06777	1000.0	1000.0	50000	83.92518	47.853096	192.07283	12.685208	-85.17815	4.8843217	1804.4002499580383
11	1697.982	835.01715	2418.0325	330.0162	879.8826	1207.6348	2592.7412	-673.54675	1000.0	1000.0	55000	95.40579	57.675095	210.75992	11.056959	-96.79717	5.721907	2001.6498923301697
12	1151.7981	706.3391	2436.1582	402.70447	2518.4038	493.9475	3065.3337	1354.1704	1000.0	1000.0	60000	105.33952	67.304306	230.57509	2.790203	-106.8009	6.741883	2187.8734204769135
13	2706.6711	117.35868	2906.5173	2572.218	2797.4448	95.69458	2987.6238	2646.5266	1000.0	1000.0	65000	118.55785	76.10928	252.98163	0.232988	-120.1221	7.7165375	2384.393984556198
14	2814.4497	142.115	3022.2498	2603.2358	2835.4712	1047.4342	3320.8528	-298.26895	1000.0	1000.0	70000	134.54921	83.97965	267.40573	-0.302531	-136.21007	8.571084	2582.415378808975
15	2497.732	689.9515	3039.3154	1176.18	3104.6636	644.4274	3526.9336	1231.2996	1000.0	1000.0	75000	149.84262	91.065254	283.99054	0.73127055	-151.69695	9.035009	2768.657609462738
16	3295.3433	68.10104	3381.9924	3185.6804	3098.7327	513.95807	3492.9436	2002.756	1000.0	1000.0	80000	165.12762	97.59454	307.64676	-5.7940063	-166.98201	9.352334	2958.204252243042
17	2740.1538	774.358	3468.8425	1687.7158	2762.895	952.2579	3545.8462	1002.3603	1000.0	1000.0	85000	179.45395	104.0082	326.83405	2.0112891	-181.21024	10.122008	3147.6370220184326
18	3538.9478	140.32684	3773.3557	3368.3433	3451.489	430.59695	3722.876	2217.513	1000.0	1000.0	90000	193.33076	110.64763	340.28238	0.26704907	-195.08475	11.006724	3334.336542367935
19	3525.686	224.76152	3720.815	3129.419	3280.638	1105.4313	3926.206	479.7804	1000.0	1000.0	95000	208.5602	116.49748	354.16486	1.6461594	-209.87997	11.422906	3526.930953025818
20	3507.0488	295.02765	3848.508	2959.3535	3447.4973	905.4706	4127.043	1631.9375	1000.0	1000.0	100000	222.43707	121.71222	374.28622	-5.134266	-224.43265	11.877501	3716.866277694702
