Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-271.17328	77.942535	-157.90598	-376.14212	-973.5931	38.44077	-914.4596	-1031.5874	1000.0	1000.0	5000	10.181068	10.757155	51.780827	-5.579534	-11.954119	0.56836545	65.32235193252563
2	-296.50418	47.738163	-206.1588	-344.71432	-496.00815	108.16689	-295.31302	-634.2307	1000.0	1000.0	10000	82.878845	34.330925	175.36304	19.85438	-88.46481	4.563709	131.42877221107483
3	-530.7413	382.97485	185.14633	-970.674	-464.20868	19.051506	-425.94986	-490.3389	1000.0	1000.0	15000	181.8527	30.906439	288.9287	95.36726	-186.08104	13.202881	203.20681238174438
4	-357.47867	179.48306	-77.24256	-624.197	-102.03392	234.03253	254.8965	-494.03162	1000.0	1000.0	20000	197.53976	27.306646	281.1698	125.01146	-199.58408	7.931682	273.2671356201172
5	416.76532	591.07544	1160.8019	-125.8271	103.578896	169.30476	506.6976	-108.64743	1000.0	1000.0	25000	181.5091	24.450281	262.6179	118.421295	-182.81602	5.46613	345.9125237464905
6	1001.91565	911.0681	2149.3945	-160.3572	1918.5625	942.3645	2697.245	21.20814	1000.0	1000.0	30000	172.10785	23.20136	243.05446	108.95282	-173.59932	6.2517066	415.4596791267395
7	2297.4011	192.63026	2636.5276	2103.6714	2097.155	841.6636	2761.2134	201.27612	1000.0	1000.0	35000	179.21661	33.119144	264.83167	96.997665	-180.98856	7.5930266	485.00113797187805
8	2389.4478	618.8714	2819.9282	1172.6714	2126.6997	984.9639	2761.0637	-571.2696	1000.0	1000.0	40000	196.67542	42.401463	291.14404	96.247215	-198.5605	8.626557	555.1317751407623
9	2647.1836	136.53732	2868.3916	2447.502	2655.6553	634.82	3043.158	772.45544	1000.0	1000.0	45000	216.1334	50.326145	320.0641	91.23807	-217.94624	9.535929	625.2609231472015
10	2765.2139	99.435074	2891.9949	2639.6917	2857.7976	99.374794	3036.7896	2720.2607	1000.0	1000.0	50000	235.46486	55.02824	338.1627	88.91688	-237.2939	10.605494	694.8343868255615
11	2815.1465	149.59908	2972.3103	2571.9407	2872.6934	581.8347	3325.8528	1205.1713	1000.0	1000.0	55000	253.95593	56.887943	349.8734	97.36851	-255.7572	11.197211	764.2676153182983
