Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-308.72165	26.22098	-275.68796	-355.01025	-595.51996	0.68800825	-594.2466	-596.489	1000.0	1000.0	5000	2.1473153	2.4377303	15.65014	-6.4959736	2.1477	2.4379253	15.668989	-8.685702	-3.2066257	0.38407636	48.89807629585266
2	-288.94714	122.241425	-142.1636	-509.4518	-558.46063	18.78695	-530.7461	-587.0218	1000.0	1000.0	10000	7.930105	5.806587	29.406298	-7.0645056	7.9301476	5.807971	29.157806	-7.1850805	-9.638112	0.8977496	93.99171209335327
3	-274.79718	354.02063	419.59525	-504.34717	-327.71356	257.77106	379.84274	-526.3072	1000.0	1000.0	15000	13.700086	7.469339	43.79723	-9.234982	13.700332	7.46942	43.437958	-8.947468	-15.230212	1.7792174	142.29775428771973
4	40.70464	531.9648	971.1475	-370.44547	51.28523	379.63464	639.05835	-414.18097	1000.0	1000.0	20000	17.637041	12.899159	63.231236	-9.106482	17.636957	12.898884	59.971703	-8.388139	-19.332226	2.1363127	189.44035005569458
5	810.9795	634.6781	1346.4344	-62.45071	1737.3318	123.41842	1968.6497	1534.4406	1000.0	1000.0	25000	23.07034	18.708687	71.12514	-25.692867	23.07033	18.708248	70.38221	-23.436056	-24.544207	2.846192	234.02634811401367
6	2002.1656	223.18936	2274.2551	1787.4683	2421.0479	166.59679	2731.444	2118.6675	1000.0	1000.0	30000	34.004402	24.579332	96.858734	-23.814955	34.004463	24.578695	97.06517	-23.59507	-35.62126	3.807107	279.78360414505005
7	2829.785	372.54962	3266.7312	2306.314	2408.5422	815.199	3164.4011	742.5992	1000.0	1000.0	35000	49.646816	30.984066	128.04514	-22.50058	49.646572	30.98282	129.72775	-22.808947	-51.4432	5.504803	325.15380215644836
8	2603.784	1414.1901	3913.389	-116.21084	2550.9407	1543.9469	3860.278	-417.43344	1000.0	1000.0	40000	66.52073	40.19853	172.89008	-27.728258	66.52084	40.196987	172.46236	-28.08201	-68.586716	8.873126	368.8264961242676
9	3475.2056	938.9563	4211.8613	1717.9622	4058.095	819.1939	4621.7183	1669.5674	1000.0	1000.0	45000	86.71332	51.774475	203.63806	-41.620686	86.71357	51.7716	204.33766	-41.536198	-88.8877	12.847552	414.9182322025299
10	4019.8833	272.84473	4357.4204	3533.6882	3674.4734	1806.7498	4895.5435	-185.36519	1000.0	1000.0	50000	109.02595	63.12968	237.14813	-53.839634	109.02585	63.127754	239.8198	-52.69159	-111.6812	16.560017	466.2386860847473
11	4415.056	74.520386	4555.3955	4344.099	4954.629	121.10092	5173.02	4791.5093	1000.0	1000.0	55000	133.03758	72.912834	265.75162	-56.729267	133.03749	72.909935	264.5457	-57.09653	-135.80334	20.464691	514.7558221817017
12	4647.2275	125.26867	4787.2383	4430.7793	5134.2544	95.18851	5349.483	5009.145	1000.0	1000.0	60000	157.51288	80.74197	289.1537	-55.715706	157.51266	80.7405	287.07724	-54.997036	-160.2463	22.535719	563.2961270809174
13	3612.0151	1898.5851	5079.361	228.78708	5208.117	132.72206	5363.8394	4917.7266	1000.0	1000.0	65000	179.05133	87.977875	321.05664	-75.701065	179.05112	87.97555	321.03912	-70.00556	-182.185	24.496674	610.0466020107269
14	4486.8687	521.58777	4909.468	3473.3171	5091.538	108.07832	5321.3516	4901.6064	1000.0	1000.0	70000	196.36009	96.652176	343.19553	-79.969406	196.36005	96.65077	344.74008	-78.768684	-199.38025	27.714088	656.9659452438354
15	4879.4907	200.00209	5178.323	4670.627	5575.778	180.5648	5833.079	5223.9653	1000.0	1000.0	75000	215.38701	101.841095	360.20636	-98.35882	215.38702	101.8391	359.08334	-106.38255	-218.29778	32.129467	707.1733522415161
16	5190.85	141.81775	5304.284	4938.913	5544.032	130.26099	5741.351	5330.703	1000.0	1000.0	80000	233.96085	106.50347	374.68063	-107.39985	233.96033	106.50256	377.36523	-106.20057	-236.77765	32.634254	757.3035173416138
17	5337.0547	174.45691	5630.5195	5160.7446	5454.6416	900.2605	6006.273	2801.6243	1000.0	1000.0	85000	251.81981	109.65091	393.8016	-81.99421	251.81998	109.6499	395.23245	-78.06329	-254.60886	32.38123	808.1769840717316
18	5590.9165	125.51421	5782.0312	5426.752	6174.43	125.506935	6435.911	5950.9424	1000.0	1000.0	90000	268.51132	112.520515	416.03012	-73.93195	268.51096	112.51996	416.10376	-76.99015	-271.44595	32.893	856.9986362457275
19	5807.6514	143.87102	5935.727	5533.791	6115.4546	154.73839	6401.284	5929.4473	1000.0	1000.0	95000	284.94604	115.26236	431.25824	-75.3634	284.9461	115.26099	432.6313	-72.19911	-288.012	33.56433	906.1275081634521
20	5132.2847	874.4213	5746.7153	3426.4956	6009.5234	620.9518	6370.889	4172.2944	1000.0	1000.0	100000	299.93665	118.269714	456.81757	-72.56707	299.93692	118.26821	459.1593	-71.20342	-302.94098	35.735077	956.6716921329498
21	5788.8936	90.3342	5932.363	5690.4644	6190.5903	115.49286	6282.0986	5905.596	1000.0	1000.0	105000	313.31723	122.1064	464.74414	-91.41713	313.31757	122.104416	464.80212	-89.465385	-316.1894	40.33763	1006.2918682098389
22	5926.024	180.16353	6168.0903	5662.31	6206.6304	158.56334	6537.0635	5979.545	1000.0	1000.0	110000	326.7988	125.12276	475.97668	-84.27589	326.7992	125.12069	475.1487	-92.0986	-329.49985	41.963573	1055.3861193656921
23	6042.348	32.62697	6099.8184	6013.9136	6360.962	93.56104	6519.5356	6218.6284	1000.0	1000.0	115000	340.34906	126.04847	486.01218	-98.96554	340.34982	126.045494	483.4126	-87.77975	-343.49673	42.762608	1103.737641096115
24	5219.7607	1381.9531	6224.147	2477.5698	6381.4365	92.716225	6495.7407	6223.729	1000.0	1000.0	120000	351.5135	128.18582	493.79034	-107.47748	351.51385	128.18362	494.76248	-117.58714	-354.58414	43.284515	1152.100592136383
25	6130.759	87.15241	6291.992	6036.432	6484.5947	99.43186	6649.506	6305.136	1000.0	1000.0	125000	361.32318	130.88028	502.78607	-127.45091	361.32306	130.87895	501.392	-123.50149	-364.521	43.357376	1202.9245901107788
26	6221.548	135.38466	6439.5415	6012.6777	6428.6597	117.504616	6607.0503	6249.7295	1000.0	1000.0	130000	372.13434	132.13036	508.6282	-126.0317	372.13458	132.1292	511.19128	-134.94539	-374.8143	43.096523	1251.6165640354156
27	6120.5244	72.25171	6174.792	5978.189	6778.1143	94.10822	6920.3706	6660.1743	1000.0	1000.0	135000	381.60678	133.44533	522.4291	-132.96826	381.60693	133.44412	520.6821	-128.51851	-384.30365	41.7884	1301.4414930343628
28	6213.5103	160.69073	6420.1606	5959.122	6647.426	99.86411	6805.115	6449.477	1000.0	1000.0	140000	390.70438	134.004	524.90045	-143.90872	390.70435	134.0026	528.28455	-145.39711	-393.44803	44.173782	1351.7824232578278
29	6287.3164	108.79915	6390.756	6114.977	6677.0767	230.48906	6934.1523	6318.192	1000.0	1000.0	145000	399.98495	133.57063	533.8201	-133.18591	399.98462	133.57057	534.5343	-122.93347	-402.72144	43.55082	1400.7277982234955
30	6252.474	141.79779	6424.911	5999.5996	6437.7544	74.550896	6534.066	6265.918	1000.0	1000.0	150000	407.33594	133.91472	546.26654	-99.26869	407.3361	133.91444	542.33856	-104.817924	-409.8661	43.834774	1446.9478373527527
31	6367.872	185.33672	6627.29	6051.9956	5957.8145	1468.4081	6568.464	1562.4369	1000.0	1000.0	155000	415.19052	133.28593	556.7736	-117.95929	415.19022	133.28496	555.69977	-116.42347	-417.6722	41.5414	1496.5061161518097
32	6402.1855	193.98322	6587.739	6063.5186	6753.9805	107.42798	6880.358	6519.083	1000.0	1000.0	160000	422.23337	133.33502	557.67566	-133.72923	422.23315	133.33527	556.2875	-121.19767	-425.0458	42.52552	1546.633949995041
33	6340.678	98.06533	6467.8945	6184.6323	6772.918	128.61543	6937.271	6510.4395	1000.0	1000.0	165000	429.2572	133.02654	565.3439	-154.87459	429.25745	133.02725	563.1036	-205.76721	-431.8934	41.364765	1596.8257851600647
34	6481.1772	145.99113	6634.3955	6294.8213	6717.88	148.5559	6928.7627	6441.9707	1000.0	1000.0	170000	436.04666	132.23053	572.46295	-143.52023	436.04678	132.23006	569.8812	-158.19916	-438.5323	41.894005	1648.5668301582336
35	6476.772	153.14655	6646.4463	6239.975	6930.3193	90.13241	7040.577	6768.5474	1000.0	1000.0	175000	442.1928	131.88075	571.67975	-147.43558	442.1919	131.8811	571.3332	-144.05774	-444.7555	41.06595	1700.7718152999878
36	6438.641	77.831604	6551.252	6316.2764	6660.001	192.20132	6854.487	6193.529	1000.0	1000.0	180000	447.7918	131.86722	577.18	-128.07497	447.79184	131.86845	574.5068	-107.18067	-450.3165	42.531513	1751.1400923728943
37	6304.1123	286.65903	6594.6997	5755.505	6968.548	81.50443	7126.0103	6869.331	1000.0	1000.0	185000	453.24625	131.7544	583.0612	-140.73192	453.24628	131.75476	583.77014	-131.28856	-455.6915	43.269424	1801.8511281013489
38	6594.8687	75.501915	6672.6226	6464.4556	6944.8423	158.99156	7164.2295	6664.8794	1000.0	1000.0	190000	458.53156	131.74095	583.5366	-110.804596	458.5314	131.74066	582.59015	-94.655785	-460.8222	42.541336	1852.2854661941528
39	6637.461	142.19856	6776.3535	6380.763	6952.0454	142.97603	7208.6055	6748.3506	1000.0	1000.0	195000	463.5835	131.22852	587.9667	-71.163	463.5831	131.22853	588.1544	-66.22578	-466.0139	41.272503	1902.1508150100708
40	6660.214	218.3778	6994.46	6423.331	7033.2944	77.26286	7117.992	6892.4497	1000.0	1000.0	200000	468.487	130.4385	591.2044	-82.61834	468.48712	130.43869	589.91956	-73.086716	-470.89624	41.31428	1951.9801971912384
41	6663.032	166.72472	6986.3833	6535.262	7251.5117	166.76564	7560.1006	7027.794	1000.0	1000.0	205000	473.20712	129.98947	594.63245	-94.82046	473.20706	129.99092	597.3326	-80.86651	-475.4524	41.320625	2002.1438601016998
42	6653.172	140.93587	6833.1035	6488.3496	6990.6104	234.33218	7318.0747	6448.3574	1000.0	1000.0	210000	477.93478	128.59987	606.05035	-118.79198	477.9343	128.60054	601.5797	-112.94199	-480.4626	40.56797	2052.0839681625366
43	6810.142	211.3994	7150.9834	6511.6797	7153.462	119.82345	7441.053	6972.756	1000.0	1000.0	215000	483.27902	126.44427	608.9748	-136.46939	483.27863	126.44272	606.93207	-100.05894	-485.6508	41.898327	2100.5431480407715
44	6804.8877	107.62264	6971.847	6668.0356	6923.4116	282.21774	7320.3364	6359.334	1000.0	1000.0	220000	487.53946	125.06245	614.44824	-86.73776	487.5393	125.063034	613.87427	-94.15658	-490.08176	39.506115	2151.810579061508
45	6523.27	478.7506	7023.976	5633.544	7051.177	137.957	7293.8813	6730.2695	1000.0	1000.0	225000	492.05423	123.51164	616.76984	-104.2167	492.05362	123.51425	615.16266	-109.27611	-494.44666	42.81351	2202.707695245743
46	6729.8154	66.190575	6803.1855	6619.7217	7426.882	144.84271	7647.623	7188.1504	1000.0	1000.0	230000	496.13654	122.17869	618.79034	-93.30353	496.13617	122.178314	619.1361	-103.0143	-498.7005	47.501118	2251.36661195755
47	6837.104	102.63809	7008.3296	6715.365	7258.214	133.00421	7402.5874	7028.334	1000.0	1000.0	235000	501.0033	118.15808	622.0662	-85.84303	501.00238	118.1588	621.9538	-96.77511	-502.8021	50.69366	2300.245879173279
48	6832.7593	106.79586	6981.9097	6698.4824	7185.2188	204.42123	7549.504	6941.7266	1000.0	1000.0	240000	505.68964	113.13549	624.51746	-99.563484	505.6896	113.133995	622.74414	-111.70118	-508.2101	49.58266	2352.2991030216217
49	6886.3813	192.74196	7103.7305	6548.964	7212.5938	360.52762	7594.539	6447.2964	1000.0	1000.0	245000	509.605	109.29376	627.78827	-65.855545	509.604	109.29574	627.6936	-81.11655	-511.8459	47.53355	2405.1680719852448
