Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	AverageEpVarUncertainty	StdEpVarUncertainty	MaxEpVarUncertainty	MinEpVarUncertainty	AverageEpVarUncertaintyClipped	StdEpVarUncertaintyClipped	MaxEpVarUncertaintyClipped	MinEpVarUncertaintyClipped	AverageEpStdUncertainty	StdEpStdUncertainty	MaxEpStdUncertainty	MinEpStdUncertainty	AverageEpStdUncertaintyClipped	StdEpStdUncertaintyClipped	MaxEpStdUncertaintyClipped	MinEpStdUncertaintyClipped	Time
11	1757.9558	796.0808	2317.8787	179.65714	1368.7319	1031.1808	2768.0183	165.60072	1000.0	1000.0	55000	132.89738	45.645702	226.80048	53.70392	-134.52946	5.243124	279.52585	58.368404	393.66895	229.3906	321.0398	52.076584	423.13617	277.4344	399.12683	61.522717	518.3094	342.38696	432.16446	56.760788	542.4123	380.74167	1250.1720216274261
12	2020.9685	559.0021	2422.5999	913.62463	399.9635	453.96933	1519.5818	-119.94232	1000.0	1000.0	60000	146.22379	52.147835	244.97551	55.308002	-147.80142	5.6675844	273.66196	35.788998	342.64178	244.80118	314.70486	30.252218	373.0923	290.63745	396.993	43.93893	481.2711	360.62927	429.34833	38.7973	503.8235	397.4724	1375.6825306415558
13	1901.482	811.3466	2453.2092	305.72455	1729.0052	1122.9146	3042.6506	-27.028587	1000.0	1000.0	65000	160.50142	58.308117	265.43713	56.179726	-161.97508	6.2340283	273.9217	39.725376	352.4171	246.89513	316.00214	34.321922	383.75046	292.2977	392.99234	45.89768	483.86496	362.9746	426.94678	41.267242	508.66562	399.91373	1501.346251487732
14	2110.4646	973.98267	2689.096	166.41148	1635.1418	1295.2406	3424.3584	-209.55171	1000.0	1000.0	70000	172.51694	64.49657	283.88397	57.76103	-174.02716	6.7157726	279.363	53.93148	385.41953	239.94202	319.86862	46.40839	411.1254	286.4135	402.5484	62.955	526.2916	355.16858	434.22778	56.747013	545.8098	391.74493	1626.353461265564
15	2192.933	670.9695	2775.8757	891.1807	1545.634	1360.0995	3298.587	-138.10092	1000.0	1000.0	75000	184.03139	70.42009	302.6596	55.99948	-185.6401	7.3045654	265.09262	24.441093	307.20938	234.18341	308.41296	21.560799	346.24832	281.99304	382.68253	26.772243	425.75922	345.4414	417.56073	24.630018	458.39554	384.64273	1751.8123440742493
16	1953.7487	1199.3298	2811.14	-402.86987	3296.4446	163.6213	3584.9644	3044.4707	1000.0	1000.0	80000	197.33206	74.9841	320.0251	56.63042	-198.76178	8.103279	280.944	44.65299	366.69318	239.43979	321.50134	39.540928	397.85437	286.2792	403.22516	47.45628	492.18945	353.39276	435.41412	44.13881	519.10754	391.17548	1878.56471824646
17	2676.8308	355.07236	3104.745	2022.4227	2009.3549	1220.6278	3311.3965	-524.68524	1000.0	1000.0	85000	210.00569	79.34873	333.24927	56.70744	-211.54726	8.846029	265.10913	16.021881	289.72137	242.22993	305.36752	14.328145	328.63605	285.87024	393.92377	17.770233	415.76132	365.86453	424.2378	15.95135	445.7147	399.7862	2004.3476419448853
18	2740.276	220.11734	3078.4358	2399.0654	2929.6978	1236.8875	3970.2446	655.9083	1000.0	1000.0	90000	223.54079	83.97158	350.41605	56.897312	-225.30305	9.465434	261.7599	18.374964	297.0425	246.09001	301.88126	16.37971	333.18213	288.17685	391.9774	19.485075	429.6601	374.1507	421.58194	18.132402	456.63434	405.62802	2129.334415435791
19	2838.9053	192.95078	3206.0403	2648.8945	3610.0063	1159.4829	4515.5884	1502.0579	1000.0	1000.0	95000	237.13194	88.724266	367.787	60.237564	-239.00232	10.452934	250.07068	13.555808	271.2184	231.13864	289.70404	12.032302	308.38275	272.63193	385.11896	14.5246725	407.94797	365.58154	413.34186	13.749362	435.10428	394.46182	2255.8797929286957
20	2873.8179	47.277576	2929.0583	2808.3594	3870.3489	745.9724	4414.473	2225.3384	1000.0	1000.0	100000	251.13617	93.998665	382.9925	52.212704	-252.9548	11.400075	245.72092	7.2334776	256.1185	236.3594	285.03278	5.2283607	292.04706	278.18945	383.2154	11.7589	401.31335	368.2121	410.45483	9.921246	425.73697	398.01523	2381.320426940918
21	3017.7422	355.94434	3396.7593	2352.4756	3474.0352	1317.1085	4488.1807	-106.49226	1000.0	1000.0	105000	265.47394	98.78352	397.47748	52.44585	-267.41446	12.173711	247.25945	18.066721	280.70557	228.96834	285.49643	16.297415	315.57712	267.60577	387.62833	19.12536	422.2989	371.8889	413.4601	17.662636	445.75015	398.01633	2508.004370212555
22	3069.3218	314.674	3446.6484	2518.989	4607.7944	115.169655	4810.68	4419.9917	1000.0	1000.0	110000	279.71332	102.6506	414.44366	51.2467	-281.79	12.998369	238.74092	18.786905	271.78754	216.72456	278.49506	17.064917	309.30518	259.16556	376.24625	19.217115	406.38574	351.87997	403.38892	18.09552	433.32175	380.69666	2633.8648958206177
23	3354.537	157.89029	3603.4465	3188.903	4650.076	162.94844	4853.4805	4345.202	1000.0	1000.0	115000	293.90198	106.75421	431.2938	56.353657	-296.01126	13.659683	225.81216	3.3560357	230.62692	221.63658	264.55475	3.3950248	270.3487	261.09695	370.36145	4.2417793	374.892	364.66486	395.18973	3.23741	398.50912	390.92532	2760.0651862621307
24	3307.3906	137.75543	3423.6118	3042.6887	4729.0894	1383.8839	5447.6904	604.5779	1000.0	1000.0	120000	308.3402	110.74414	448.19955	61.539745	-310.2947	14.000564	236.20435	6.753903	247.378	228.21959	274.31183	5.7408023	283.54153	267.4366	379.83658	8.527174	394.41977	370.80157	404.8125	7.6118975	417.69278	395.84592	2887.142208337784
25	2958.0747	878.0929	3530.8037	1214.1581	5206.632	95.72457	5378.255	4984.378	1000.0	1000.0	125000	321.9784	115.0686	468.58603	64.680756	-324.4499	15.105669	259.08444	20.598911	298.58408	241.29675	294.2501	20.91438	334.9404	277.11395	404.98203	13.396109	427.04385	390.77856	428.1559	15.45973	456.02777	413.1514	3012.9280495643616
26	3482.934	205.1535	3804.8474	3238.0635	5045.116	116.995316	5229.5054	4812.5566	1000.0	1000.0	130000	336.09723	119.04391	488.27087	56.479176	-338.25613	16.002882	246.61813	4.1149745	252.35507	240.37639	282.46906	4.1031013	287.53305	277.07095	394.3987	5.452987	402.87616	387.2811	417.34686	4.977758	425.07245	409.97003	3139.071766614914
27	3474.0078	529.15955	3822.5989	2424.2065	5239.4775	98.72997	5399.809	5086.1016	1000.0	1000.0	135000	351.14264	121.80861	505.8459	55.217464	-353.47144	17.237988	249.97908	22.612465	292.9874	230.80882	286.24844	20.640802	325.61478	268.9424	395.7188	22.190065	437.37714	376.23596	418.80167	21.601372	459.72614	400.217	3265.459886074066
28	3308.7976	921.20605	3812.6504	1467.6265	5427.7764	294.36337	5707.1816	4637.5034	1000.0	1000.0	140000	364.78442	125.63918	517.8817	52.54302	-367.18607	17.528885	264.08282	42.051605	346.17883	227.4045	299.78558	39.701897	377.52234	266.67206	406.9011	36.84385	477.48486	369.55103	430.44098	36.54458	500.93542	394.89908	3391.4459145069122
29	3506.382	293.48758	3987.9707	3212.4148	5716.362	72.327774	5856.8687	5600.032	1000.0	1000.0	145000	378.5756	129.38602	533.7824	42.605713	-381.03348	18.466291	261.4837	13.1087885	278.53018	245.44124	297.30078	11.760262	311.77856	283.52066	405.5567	14.34259	426.83633	386.1654	428.8134	13.3526745	447.67902	411.24857	3517.3829724788666
30	3104.5042	1467.6802	3989.9944	181.14954	5687.4346	88.21073	5797.429	5533.9116	1000.0	1000.0	150000	390.18488	134.50873	550.2164	38.715588	-392.7794	20.319439	284.47137	54.517635	393.17734	251.33337	318.83716	51.291607	421.05988	287.60117	426.10156	48.41698	522.6177	396.64362	449.23746	48.23509	545.4278	419.71133	3643.0828619003296
31	3611.69	121.77569	3753.5823	3476.662	5976.0654	157.88278	6281.7925	5696.239	1000.0	1000.0	155000	403.82144	138.07565	566.93756	35.092766	-406.45624	20.723616	259.0358	7.2432227	269.842	250.9434	295.02295	6.1743674	303.92233	288.0245	402.89597	8.797337	416.4299	391.9245	426.14835	7.9503036	438.58185	416.33047	3769.2725212574005
32	3754.2449	263.2134	4131.654	3496.4702	5372.018	725.57605	5996.47	4190.333	1000.0	1000.0	160000	417.20462	141.61319	579.3622	33.369106	-419.8049	21.80588	261.5345	6.717194	272.5966	253.07184	297.89923	5.803282	307.53253	291.46167	403.39304	8.0050955	416.08597	391.19348	427.3907	7.2392526	438.87802	416.7111	3895.483103275299
33	3766.6836	327.56635	4107.5283	3273.0955	6014.833	171.99478	6220.9683	5567.3325	1000.0	1000.0	165000	430.3164	144.48004	594.81854	28.911415	-433.2023	22.969057	264.5462	10.483112	277.47693	251.56488	300.4689	9.809709	313.1602	287.28275	406.5165	10.408332	416.41025	390.52942	430.39032	10.110666	440.48355	416.5406	4021.645591020584
34	4106.8584	216.59048	4491.248	3856.1555	5730.5825	257.78262	5940.263	4974.215	1000.0	1000.0	170000	443.4685	146.46945	608.69336	27.113583	-446.3354	23.637503	248.31816	6.0979586	258.47775	241.84068	285.35825	4.7147512	293.26636	279.78885	391.1875	8.861952	405.432	380.14426	415.57513	7.813768	428.14987	406.6723	4148.176924943924
35	3976.5332	216.50285	4189.931	3603.7117	6052.123	413.92654	6514.289	5028.278	1000.0	1000.0	175000	457.29596	146.95576	618.20233	22.374222	-460.3154	24.616243	254.76509	5.374776	261.98346	248.02286	291.87946	4.9513583	299.1883	286.02478	395.79086	5.735512	401.6794	387.7749	420.86816	5.464449	427.02103	413.89035	4274.13796210289
36	4173.411	205.05446	4452.05	3836.4004	6223.3247	390.77316	6490.8364	5107.894	1000.0	1000.0	180000	471.77258	144.7764	634.76294	16.015278	-474.45306	24.849571	242.99698	3.2294295	246.26079	237.37196	281.97046	2.400445	284.36368	277.7036	381.6076	5.587634	388.72534	373.20206	407.1824	4.4730234	412.7781	400.0646	4400.922824382782
37	3703.6672	529.0926	4269.757	2746.16	5865.929	741.915	6506.915	3866.3167	1000.0	1000.0	185000	485.1788	142.11461	646.8586	17.332245	-488.0791	25.237215	260.3686	11.113677	280.2634	249.91805	297.8393	11.060398	317.37704	286.38327	398.6188	8.213811	413.4649	391.27243	423.82022	8.708305	439.94067	416.86816	4527.4969692230225
38	3727.2883	566.4359	4092.0088	2600.949	6509.963	179.96188	6718.8735	6065.994	1000.0	1000.0	190000	497.7632	138.93256	657.107	18.07962	-500.8823	26.255594	263.46817	18.090155	295.36646	242.16574	300.75388	16.70179	330.21887	281.38477	401.40057	17.131607	431.29498	380.29764	426.48236	16.890059	456.07516	405.99283	4653.761225700378
39	4229.94	252.00601	4474.075	3743.45	6349.4453	108.9984	6561.9907	6169.5957	1000.0	1000.0	195000	509.23907	136.69427	667.78595	25.208271	-512.52966	26.906672	245.48874	8.3483305	261.59808	239.11348	283.38556	7.0651402	296.7169	277.82913	386.7967	10.370335	407.17294	378.39874	410.45157	9.2313175	428.57928	403.68457	4779.8319664001465
40	4212.4536	292.12463	4593.7065	3784.5764	6011.206	91.78581	6188.5586	5853.7817	1000.0	1000.0	200000	520.7296	134.45331	675.8489	22.599537	-523.8417	27.057154	242.31613	8.987144	252.03302	226.05794	280.95624	7.9638715	289.41745	266.34146	382.1369	9.824624	393.50668	365.3382	406.92035	9.362149	417.1722	390.49023	4906.126274585724
41	4297.8975	327.92303	4871.2583	3913.4731	6378.9756	155.7288	6692.0474	6206.648	1000.0	1000.0	205000	530.5461	134.19414	688.7461	23.354242	-533.6263	26.345137	240.32642	3.3361874	244.58372	236.93076	278.6402	2.6997736	281.81378	275.13388	382.1711	5.125633	388.43564	376.79044	405.99548	4.4097424	411.50928	401.7902	5032.499238014221
42	4025.6301	233.46033	4273.8374	3603.7034	6581.4194	472.57016	7025.972	5607.906	1000.0	1000.0	210000	539.76025	132.9967	689.4429	30.441467	-542.49164	26.588528	247.09387	6.1126657	254.41223	238.07526	285.51367	5.2578936	292.40405	278.29602	386.54877	7.482763	393.18756	374.93912	410.9332	6.7345285	417.4365	400.48236	5158.80675983429
43	4126.1426	305.1027	4513.5947	3750.397	6475.712	224.14151	6671.688	5857.1855	1000.0	1000.0	215000	548.35693	129.908	696.0249	40.18693	-551.84827	27.644253	257.52856	9.505908	265.61414	239.57309	294.53888	8.410589	302.25146	279.074	398.57965	10.201735	405.42468	378.64554	422.23993	9.495732	428.9521	403.71005	5285.456816673279
44	4285.399	284.01477	4567.7173	3901.4893	6651.839	70.905266	6744.084	6517.2383	1000.0	1000.0	220000	557.99255	123.12812	704.3207	49.988037	-561.43665	27.455713	254.01602	9.398251	267.4551	241.75906	290.72754	8.384205	302.36206	278.9537	397.61346	9.809563	412.10782	387.4649	420.23395	9.514344	434.38202	409.68497	5411.95135474205
45	4140.1133	284.4796	4524.1304	3801.4524	6604.721	759.77454	7112.573	4436.776	1000.0	1000.0	225000	567.05066	116.59289	706.8895	60.65043	-570.4272	27.679775	253.69829	8.859396	264.57495	245.61816	290.9778	7.7419477	300.50342	284.00763	394.73322	9.898379	407.1148	385.27872	418.32266	9.047149	429.42703	409.65286	5538.897779941559
46	4330.5527	137.1662	4549.4453	4141.044	6813.671	255.17796	7121.0376	6188.6157	1000.0	1000.0	230000	576.4782	108.85259	710.86957	68.72389	-579.9904	27.153671	254.1138	10.935491	272.72003	240.2873	291.80682	8.994199	305.98657	279.72073	394.091	14.660112	421.3773	378.27176	417.9939	12.548342	440.97385	403.99823	5665.465876817703
47	4471.574	271.43665	4750.934	3952.6643	6100.592	1454.8684	6920.3594	1803.0292	1000.0	1000.0	235000	584.47	103.8757	718.555	76.16751	-587.7968	26.366528	249.75345	12.712718	265.9832	232.20311	287.20795	11.543923	302.47855	270.75238	392.09808	12.921195	406.70453	375.577	415.1874	12.536207	430.16516	399.37912	5791.966297864914
48	4433.522	209.10323	4659.789	4089.025	6913.888	100.474686	7048.831	6747.751	1000.0	1000.0	240000	590.80237	102.32298	722.57336	86.679	-594.02655	25.548584	260.36963	4.6291018	266.31976	254.66498	296.30844	4.2252307	301.84143	290.1289	404.42963	5.243761	411.31827	398.60425	426.66022	4.8833284	433.03802	422.16766	5918.835270881653
49	4390.7646	209.80872	4685.151	4152.9185	6993.7295	116.89426	7201.5625	6834.7666	1000.0	1000.0	245000	596.5147	101.55482	728.41943	80.84173	-599.7774	24.901953	257.72552	6.4149504	266.44482	247.1416	293.8503	5.4115796	301.52286	285.3702	402.1397	8.083203	411.84155	388.17145	423.9085	6.962138	432.7262	412.0266	6045.278876781464
50	4344.1006	222.99683	4627.947	4091.4502	6779.3296	230.93434	7052.9697	6248.039	1000.0	1000.0	250000	602.4921	100.69081	733.51965	85.48951	-605.8417	26.309278	263.6653	8.245647	271.7771	248.1688	299.5456	7.383153	306.4789	285.71115	407.15363	8.710693	416.9038	390.86703	429.28403	8.369024	438.2317	413.5057	6171.863211393356
51	4529.322	259.27313	4755.9443	4067.5166	6736.836	128.33128	6930.202	6495.338	1000.0	1000.0	255000	609.3101	96.78513	744.00433	96.45617	-612.6066	25.49594	264.26727	11.624558	277.88535	244.71664	300.25583	10.210854	313.14703	283.26883	407.05453	13.151644	420.3664	384.8671	429.55737	11.696734	441.79773	409.88474	6298.474703788757
52	4518.4033	316.77237	4894.9277	3953.0112	6376.848	169.86305	6576.881	6013.543	1000.0	1000.0	260000	614.89307	95.04644	754.7358	116.87822	-618.1072	24.511866	264.72308	8.888898	280.70618	254.5727	300.45938	8.535404	315.77936	290.86642	408.4754	7.467057	421.8646	400.0206	430.20306	7.5476885	443.7587	421.42377	6425.341867685318
53	4662.364	213.9218	4954.581	4374.811	6943.353	107.09598	7100.239	6678.9346	1000.0	1000.0	265000	619.1762	96.07393	756.2845	113.2764	-622.3914	24.158054	262.3632	6.5187206	273.09723	253.36519	297.63376	6.0020585	306.95865	289.3946	407.79245	7.091667	420.21478	398.8356	429.3361	6.536561	440.35547	420.10092	6552.342113494873
54	4336.614	288.97214	4696.753	3903.609	7264.018	134.50609	7532.801	6996.7407	1000.0	1000.0	270000	623.0164	97.30339	756.1445	116.83862	-626.0659	23.708271	273.30875	11.060809	287.54617	254.26361	308.11823	10.913874	321.60577	288.9499	417.16788	8.913889	430.41776	403.85034	439.24432	8.866032	451.61072	424.9945	6679.156858921051
55	4426.6733	274.76758	4949.9907	4221.9155	7199.71	74.035675	7318.9917	7071.739	1000.0	1000.0	275000	626.8884	97.401245	759.0648	113.179054	-630.19476	22.970964	269.50034	11.7693815	279.90945	247.28926	304.58325	10.36646	313.83487	285.05603	413.67352	13.0652275	424.3321	388.71664	435.34995	12.153179	445.55765	412.31094	6805.596709728241
56	4562.1523	251.40553	4791.5117	4075.618	7207.95	138.74194	7399.7847	6918.312	1000.0	1000.0	280000	630.3657	98.936455	763.5041	111.98462	-633.3988	23.08614	265.29703	4.778889	272.0847	258.8292	301.13467	4.7051764	308.62927	295.939	408.26718	4.742954	414.33444	400.05917	431.02768	4.463174	436.20795	423.7402	6931.904221773148
57	4579.604	123.90134	4754.4863	4366.163	7410.7163	155.85716	7640.574	7158.8823	1000.0	1000.0	285000	634.0791	98.904915	767.70856	112.86789	-637.4858	23.333807	275.4166	9.235458	283.6415	260.18942	309.75604	8.147968	317.13406	296.49738	420.2906	10.540189	433.15836	403.3662	441.94342	9.684443	452.69626	426.08508	7058.587901830673
58	4430.882	557.5726	4940.9126	3530.3071	6941.925	132.33122	7178.4043	6697.9536	1000.0	1000.0	290000	638.52905	97.037544	767.9013	110.50525	-641.7953	23.263443	270.04926	13.177361	292.61014	254.09819	305.81622	12.677628	327.62872	290.08722	411.67694	11.629558	430.7049	399.56213	434.9501	11.674969	454.78732	421.98227	7185.122790813446
59	4302.419	382.81357	4661.7427	3692.6404	7307.9595	135.92622	7483.853	7022.297	1000.0	1000.0	295000	642.08704	96.19043	772.7348	110.552704	-645.6311	22.747303	280.43497	7.307328	287.47864	271.5323	315.26068	6.7941446	322.29205	306.3155	422.29657	7.1664166	430.16257	411.20288	445.023	6.8383384	452.4442	434.79105	7311.939669370651
60	4381.8574	351.3632	4846.772	3952.7495	7289.1514	146.69432	7574.5693	7036.7476	1000.0	1000.0	300000	644.84564	95.72316	771.1805	120.66902	-648.2709	23.06928	279.9462	9.302424	291.16272	268.4748	313.81244	8.991853	323.95416	302.16974	424.36835	8.4004345	436.00937	416.34427	446.2224	8.128743	457.032	437.3424	7438.832133293152
61	4210.1396	251.94818	4467.1147	3799.0562	7141.206	187.31271	7327.361	6758.685	1000.0	1000.0	305000	647.55347	95.17233	775.47736	118.586586	-650.6748	22.695587	289.59717	8.920801	305.20135	281.0132	322.65625	8.37048	337.22906	314.32227	434.58496	8.380708	449.51425	426.42807	455.5349	7.99307	469.77753	447.87338	7564.810575246811
62	4318.7974	289.47678	4610.816	3847.8572	7423.923	123.72334	7576.639	7136.1523	1000.0	1000.0	310000	650.04333	95.06389	777.65155	117.986755	-653.0757	22.684628	289.65085	9.544104	304.51627	276.20682	322.76202	9.002462	336.8245	310.1433	433.89633	8.568841	447.1775	421.74362	455.41373	8.272327	468.3788	443.6357	7692.1856071949005
63	4384.612	405.21103	4857.1816	3894.9397	6861.618	92.544624	6943.157	6620.9355	1000.0	1000.0	315000	652.60913	95.27116	779.2168	118.59476	-655.84393	23.0565	292.59235	9.600754	309.9237	282.1564	325.90863	8.994215	341.64505	315.49603	436.06973	9.731736	453.2066	424.99283	457.16742	9.098324	473.3943	448.29645	7819.397221088409
64	4376.8115	499.7811	5155.018	3754.7583	7251.8623	118.98082	7424.627	7082.693	1000.0	1000.0	320000	654.8446	96.11381	781.45416	104.976685	-658.08887	24.167904	283.25717	14.687984	308.8991	267.16348	318.42398	13.448754	341.77502	304.98215	423.20132	14.892255	448.86618	403.1906	446.33807	13.91784	470.46536	428.77676	7946.522665739059
65	4191.134	180.57175	4492.722	3965.8591	7197.336	123.323814	7338.307	6944.8203	1000.0	1000.0	325000	658.63104	91.97952	783.5367	125.97135	-661.888	23.759745	286.44308	6.778864	297.55215	277.50085	320.857	6.69159	331.005	311.5193	427.9214	5.795456	438.79932	422.9939	450.365	5.664912	461.01913	444.98038	8073.557329893112
66	4536.551	385.91064	4992.282	3823.05	6847.189	91.175	6941.28	6709.173	1000.0	1000.0	330000	661.9615	90.62634	786.08417	127.19056	-665.1719	23.522675	290.8581	9.18595	303.47098	279.02066	323.7899	8.32191	336.6924	313.0111	435.73697	10.525648	449.44647	423.36282	456.50015	9.246336	467.6639	445.2843	8200.906999588013
67	4541.0693	263.32904	4947.4116	4195.176	7202.958	119.93502	7428.2075	7046.325	1000.0	1000.0	335000	664.38446	91.74691	790.5428	125.49302	-667.686	23.415592	287.45914	2.4726617	290.2426	283.31772	320.99536	1.4867572	322.9092	318.60355	430.58472	5.0139074	437.4212	422.52457	452.49347	4.321693	458.28842	445.5751	8328.171842813492
68	4600.7065	185.5461	4710.0566	4230.5483	7312.845	83.283165	7425.5825	7124.981	1000.0	1000.0	340000	667.245	90.93487	787.7552	118.0507	-670.5873	23.4492	287.16592	4.3868594	295.79266	283.72818	320.68008	4.5511675	329.61588	317.74435	430.9251	3.3745577	436.56064	426.3557	452.33148	3.4092336	458.56824	448.2687	8455.596301794052
69	4583.2495	373.53055	5266.1807	4183.411	7142.672	76.30103	7276.8306	7010.646	1000.0	1000.0	345000	669.2348	90.30193	792.9907	121.37374	-672.56415	23.10136	292.6499	3.657781	297.94373	286.70468	325.28897	3.1401613	329.0912	319.53604	437.95148	4.7669497	446.14474	433.01886	458.61588	4.3535867	465.33368	453.05518	8583.212924718857
70	4738.107	277.93015	5015.6025	4316.9688	7884.7	101.56652	8052.3584	7738.613	1000.0	1000.0	350000	670.9968	90.59372	791.71515	118.58036	-674.2183	22.424437	288.1877	6.791146	298.01697	278.2304	321.61172	6.4974027	330.858	312.22043	431.75244	6.129784	440.8215	422.29532	453.5583	6.087857	462.38318	444.23575	8710.694058418274
71	4319.3174	454.23816	4856.0366	3602.9443	7555.7734	160.53554	7808.8774	7177.5576	1000.0	1000.0	355000	673.6123	90.39649	794.9455	113.49813	-676.95807	22.881481	292.19766	10.555985	305.26288	278.755	325.7498	9.3871	337.04544	314.17853	434.33536	11.673743	449.44287	418.3838	456.096	10.68059	469.88547	441.50958	8837.527267217636
72	4604.8643	242.17642	5085.359	4437.966	7891.128	242.3239	8133.9414	7486.1934	1000.0	1000.0	360000	676.1712	89.06292	797.11444	115.39654	-679.4383	23.682154	291.21207	3.7749288	297.1923	286.6181	323.92688	3.2734482	329.1484	320.43265	436.47382	4.898534	443.95526	429.57675	457.10236	4.016943	463.36816	451.47614	8964.035892486572
73	4692.3994	136.48024	4961.0317	4596.393	6997.835	80.83003	7141.954	6828.7046	1000.0	1000.0	365000	679.4426	87.87918	798.5947	110.00821	-682.68286	23.25588	303.046	9.154594	320.2069	296.00943	334.37943	8.4706745	350.41647	327.7707	448.9001	8.377616	464.067	442.1246	469.02994	8.255141	484.01294	462.68796	9091.124565839767
74	4515.4414	394.6907	4955.1885	3907.649	7555.745	119.904274	7792.4453	7352.69	1000.0	1000.0	370000	681.7755	88.381905	803.7755	113.61276	-685.0689	22.760323	305.1242	13.261049	319.08383	285.3911	336.89642	12.590231	350.77597	318.2441	449.59442	11.652018	460.5429	432.0003	470.0411	11.617664	480.98346	452.49878	9217.71033000946
