Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpUncertainty	StdEpUncertainty	MaxEpUncertainty	MinEpUncertainty	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
14	79.7618	176.79106	345.48108	-102.40657	360.49823	78.4741	509.3845	276.48904	-709.3513	93.675156	-492.17065	-854.42	1000.0	1000.0	70000	475.20572	37.01348	707.5074	403.96307	-488.1519	11.78192	1215.6742770671844
15	-21.804432	308.0313	501.9623	-450.56085	374.93478	41.525036	431.36337	309.15567	-590.3971	81.634514	-416.82812	-716.8174	1000.0	1000.0	75000	551.54895	38.581463	785.4477	482.74643	-564.8224	17.278322	1312.4979164600372
16	-1.336847	383.3911	377.14215	-712.5964	268.958	66.386696	378.7677	195.58156	-471.43594	83.90078	-340.9537	-563.05786	1000.0	1000.0	80000	639.2776	42.87233	903.4093	556.12354	-653.2042	20.190044	1407.5230515003204
17	-626.1279	73.32074	-517.0292	-705.75574	293.49335	121.37909	498.0905	128.73607	-569.2455	92.3877	-327.7882	-657.8697	1000.0	1000.0	85000	725.1963	47.799427	1059.3209	632.0074	-742.4992	28.9379	1503.5985035896301
18	-300.00903	312.1151	189.81224	-649.51605	322.7089	170.46152	541.51184	93.41026	-381.3446	53.13682	-291.1753	-460.25275	1000.0	1000.0	90000	814.77496	56.73079	1170.1311	724.8795	-829.5909	39.507454	1599.4924335479736
19	-21.734058	205.3023	364.9625	-243.0301	151.82779	162.3568	416.95337	2.915197	-699.5514	95.22366	-471.99905	-861.14087	1000.0	1000.0	95000	918.10706	78.96974	1381.3856	728.5954	-935.2685	140.65105	1699.6160986423492
20	-1.0787735	98.88863	144.47652	-102.314316	143.22412	166.70032	427.68814	9.696878e-07	-443.7027	162.26457	-283.94098	-902.2604	1000.0	1000.0	100000	1005.26636	82.59512	1524.7113	778.6685	-1016.218	282.50815	1798.414353609085
21	-39.400875	84.11795	113.34364	-101.82612	74.87391	83.5995	203.06784	0.059492595	-602.0759	27.61546	-566.20764	-659.0552	1000.0	1000.0	105000	980.9122	80.77023	1487.4894	776.2513	-989.3725	209.11156	1894.626892566681
22	-25.518	76.43512	96.43304	-103.182	259.30682	81.12605	401.03018	158.21936	-691.1398	12.756325	-671.13275	-711.2526	1000.0	1000.0	110000	925.9714	57.023174	1326.6665	805.1453	-936.0939	85.28811	1997.201595544815
23	-77.12702	40.934216	3.882064	-102.04707	320.916	285.05725	678.56104	0.57658476	-675.3206	239.35097	-377.43948	-925.5654	1000.0	1000.0	115000	936.36835	45.49046	1322.5808	836.1266	-947.869	70.550224	2095.792534351349
24	-101.27859	0.53275293	-100.60799	-101.9274	87.55648	151.03003	387.40686	0.3224219	-809.1476	173.76086	-381.2356	-925.675	1000.0	1000.0	120000	954.0675	55.757862	1377.5371	798.0635	-964.556	107.34121	2191.843099117279
25	-101.106606	0.7525066	-100.4812	-102.54345	9.32222	10.530105	29.041182	5.7623743e-06	-452.05942	109.059105	-323.57635	-603.9573	1000.0	1000.0	125000	965.3855	52.060623	1365.1873	850.3111	-970.3138	73.92158	2289.04225230217
26	-106.40298	9.914387	-100.60072	-126.20203	64.79683	119.711655	304.0228	0.9885846	-42.798332	35.346653	37.729168	-85.596725	1000.0	1000.0	130000	974.72156	57.883205	1405.1837	843.14856	-979.9402	79.349365	2386.997526884079
27	-114.19519	30.104954	-91.69107	-173.88768	198.8774	262.86533	684.9931	0.075411074	-398.61972	54.747253	-324.03055	-510.05997	1000.0	1000.0	135000	982.6809	62.531116	1423.8456	815.0414	-994.1368	105.91387	2490.9035878181458
28	-97.94721	6.020001	-85.96727	-102.07322	261.29395	297.11148	807.1576	0.1350691	-474.8532	71.54271	-364.74936	-563.7168	1000.0	1000.0	140000	1026.2335	61.105362	1459.1185	831.0829	-1040.091	112.48384	2594.216408252716
29	-101.12148	0.8149059	-100.15717	-102.029755	76.88493	137.20215	350.71112	1.176747	-583.58276	144.36392	-290.545	-835.55756	1000.0	1000.0	145000	1021.8617	59.40046	1442.3865	871.80414	-1034.5472	86.56691	2696.4191732406616
30	-96.799995	5.92541	-85.06651	-100.63198	168.31845	190.66692	424.8697	5.3014007	-490.99274	81.11386	-297.13077	-590.7524	1000.0	1000.0	150000	1064.5079	61.51816	1470.8901	858.65704	-1078.9102	115.27904	2793.7704043388367
31	-97.674255	7.1662364	-83.35339	-101.55544	153.24194	142.30164	408.6615	0.4865977	-504.46637	80.99966	-320.00482	-611.3952	1000.0	1000.0	155000	1114.925	60.873985	1517.453	959.548	-1131.9806	105.81036	2891.0861921310425
32	-100.89813	0.884271	-99.68544	-102.260345	249.40784	160.52417	401.78998	0.0011620017	-507.6374	210.56117	55.821285	-743.70355	1000.0	1000.0	160000	1165.5806	55.310143	1540.3335	1000.2979	-1180.9008	106.36433	2986.7139389514923
33	-100.84775	1.2183433	-98.78864	-102.42337	174.37784	130.4594	319.95694	0.13223618	-446.11255	150.15451	-145.89758	-616.6819	1000.0	1000.0	165000	1189.0306	48.024803	1582.5896	1052.5824	-1203.7258	71.29451	3086.124917268753
34	-101.018005	0.9276242	-99.50937	-102.14021	43.232265	69.1965	179.51212	0.16307622	-441.45743	71.4597	-329.16467	-541.72034	1000.0	1000.0	170000	1203.2513	46.719658	1576.9381	1101.9445	-1218.9628	60.90858	3183.1152658462524
35	-100.70755	1.5427394	-99.18394	-103.37041	34.75371	68.50664	171.76599	0.10228057	-675.7214	69.35458	-571.35645	-784.6403	1000.0	1000.0	175000	1208.5635	50.742638	1597.2078	1088.4458	-1221.6277	65.18347	3279.82839512825
