Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-304.53717	35.81118	-260.8249	-362.59735	-394.38068	15.342105	-366.12427	-423.22397	1000.0	1000.0	5000	0.71277535	4.200183	23.23671	-8.497196	-1.6619396	0.24106997	135.59119057655334
2	-281.52075	67.698875	-185.53514	-391.25922	-470.8456	21.544	-434.9547	-505.87482	1000.0	1000.0	10000	19.643242	12.281923	56.578846	-8.850229	-22.458485	1.1382891	273.81872820854187
3	-384.85864	69.1416	-295.5312	-483.98425	-509.67047	26.563082	-458.91296	-539.8037	1000.0	1000.0	15000	42.145805	12.981137	79.643074	3.5611694	-44.486095	2.438501	462.7249388694763
4	-450.1657	153.61063	-316.71646	-732.2748	-376.02563	212.72586	-48.520832	-671.20734	1000.0	1000.0	20000	55.634647	21.560486	104.92704	10.2949	-57.85019	2.6718671	655.6825187206268
5	-205.8449	260.6243	39.69887	-706.9612	-214.58977	370.42368	398.49707	-618.8734	1000.0	1000.0	25000	58.98946	29.729162	127.18364	6.700502	-60.370476	2.618248	851.3463666439056
6	758.9564	732.5569	1390.4772	-398.23535	1116.2185	802.3549	2091.6946	-118.008514	1000.0	1000.0	30000	65.61887	36.8642	143.08975	5.6831	-67.10297	2.9224718	1042.2213859558105
7	1801.2539	119.42158	1912.6201	1605.8685	1786.9172	660.481	2349.0754	222.93404	1000.0	1000.0	35000	79.00598	43.868534	176.9249	5.5111427	-80.37421	3.8654945	1229.2403411865234
8	1431.2562	807.84314	2204.071	-43.24682	1105.176	906.64215	2467.701	-78.01121	1000.0	1000.0	40000	92.57051	51.917366	194.31804	6.4714217	-94.220894	5.4466076	1415.7210717201233
9	1275.0217	1085.4929	2247.6282	-204.93048	2079.4434	1120.9448	3109.7666	-225.35867	1000.0	1000.0	45000	105.7439	61.89121	219.18625	3.7916107	-107.520966	6.560334	1600.9252359867096
10	2989.2134	182.67113	3252.5754	2761.5874	2277.1113	1017.38995	3417.9497	304.68903	1000.0	1000.0	50000	124.20687	71.66385	256.06046	1.42572	-125.82836	7.860211	1786.4037001132965
11	1208.9578	825.3926	2797.7017	510.95837	2803.888	650.7011	3495.1763	1171.0995	1000.0	1000.0	55000	139.04028	81.965385	280.9355	-0.7782215	-141.00673	9.257592	1973.8962161540985
12	2384.398	1026.829	3092.6716	368.82153	2822.474	583.2537	3399.7913	1288.2289	1000.0	1000.0	60000	154.36526	91.69927	299.69156	0.1712749	-156.07277	10.95233	2159.024792432785
13	3110.3792	378.44595	3581.3215	2436.2656	3261.5151	403.26178	3826.1875	2579.838	1000.0	1000.0	65000	173.42982	99.27269	319.96185	-2.3419986	-175.35184	12.478198	2343.729522228241
14	3225.4546	320.43463	3593.4055	2806.928	3755.349	376.34512	4340.06	3141.9475	1000.0	1000.0	70000	193.33464	104.54028	346.52115	-13.237363	-195.63052	16.082876	2530.1600596904755
15	3659.5925	253.70833	3853.3992	3166.3125	3442.2742	676.1741	4241.8887	1786.5283	1000.0	1000.0	75000	215.96376	105.41715	366.5717	-4.2310214	-218.82472	20.5308	2726.5222330093384
16	3621.2456	476.97995	4288.5576	2905.743	3957.8523	883.09503	4476.246	1386.7356	1000.0	1000.0	80000	241.4419	99.66017	393.35004	16.828527	-244.49863	22.130888	2918.343130350113
17	3677.0874	562.41797	4159.372	2592.294	4056.263	363.08493	4610.2793	3521.1035	1000.0	1000.0	85000	266.391	92.0862	420.40277	58.145996	-269.45444	23.044521	3103.3597757816315
18	4304.6143	123.455414	4484.7437	4135.0596	3116.5566	1315.335	4381.042	-250.29333	1000.0	1000.0	90000	287.61307	91.23664	437.29965	92.16041	-290.26456	21.208845	3292.54535984993
